gindex,gtype,location,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin,cost-2nd,cost-1st,cost-nl,SUcost,SDcost,RU,RD,UPtime,Dntime,Zone name
1,Gas,5,0,0,716.2,0,0,1,0,716.2,0,0,23.13,0,0,0,0,0,0,0,0

