3,1,5.0752E-05,4.7696E-04,0,1000
3,2,1.6162E-05,1.5358E-04,0,1000
3,4,1.4745E-05,1.4185E-04,0,1000
3,5,2.7607E-05,2.3930E-04,0,1000
6,3,0.2945E-05,0.0365E-04,0,1000
7,6,1.6162E-05,1.5358E-04,0,1000
